Source Name	Material Type	Characteristics[CellType]	Characteristics[Organism]	Characteristics[Sex]	Protocol REF	Protocol REF	Parameter Value[Compound]	Term Source REF	Term Accession Number	Parameter Value[DoseLevel]	Parameter Value[Dose]	Unit[ConcentrationUnit]	Parameter Value[TimeOfCollection]	Unit[TimeUnit]	Protocol REF	Protocol REF	Extract Name	Protocol REF	Labeled Extract Name	Material Type	Label	Protocol REF	Hybridization Name	Array Design REF	Array Data File	Comment [ArrayExpress FTP file]	Factor Value[Compound]	Term Source REF	Term Accession Number	Factor Value[DoseLevel]	Factor Value[TimeOfCollection]	Unit[TimeUnit]
5067072LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	isoniazid	ChEMBL	CHEMBL64	Middle	2000	micromolar	2	hour	P-MTAB-23088	P-MTAB-23089	5067072LRA	P-MTAB-23090	5067072LRA	synthetic_RNA	biotin	P-MTAB-23091	3016015027	A-AFFY-44	003016015027.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.28.zip	isoniazid	ChEMBL	CHEMBL64	Middle	2	hour
5067081LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	isoniazid	ChEMBL	CHEMBL64	Middle	2000	micromolar	8	hour	P-MTAB-23088	P-MTAB-23089	5067081LRA	P-MTAB-23090	5067081LRA	synthetic_RNA	biotin	P-MTAB-23091	3016017004	A-AFFY-44	003016017004.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.28.zip	isoniazid	ChEMBL	CHEMBL64	Middle	8	hour
5067082LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	isoniazid	ChEMBL	CHEMBL64	Middle	2000	micromolar	8	hour	P-MTAB-23088	P-MTAB-23089	5067082LRA	P-MTAB-23090	5067082LRA	synthetic_RNA	biotin	P-MTAB-23091	3016017005	A-AFFY-44	003016017005.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.29.zip	isoniazid	ChEMBL	CHEMBL64	Middle	8	hour
5067091LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	isoniazid	ChEMBL	CHEMBL64	Middle	2000	micromolar	24	hour	P-MTAB-23088	P-MTAB-23089	5067091LRA	P-MTAB-23090	5067091LRA	synthetic_RNA	biotin	P-MTAB-23091	3016016027	A-AFFY-44	003016016027.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.29.zip	isoniazid	ChEMBL	CHEMBL64	Middle	24	hour
5067092LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	isoniazid	ChEMBL	CHEMBL64	Middle	2000	micromolar	24	hour	P-MTAB-23088	P-MTAB-23089	5067092LRA	P-MTAB-23090	5067092LRA	synthetic_RNA	biotin	P-MTAB-23091	3016016028	A-AFFY-44	003016016028.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.29.zip	isoniazid	ChEMBL	CHEMBL64	Middle	24	hour
5067101LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	isoniazid	ChEMBL	CHEMBL64	High	10000	micromolar	2	hour	P-MTAB-23088	P-MTAB-23089	5067101LRA	P-MTAB-23090	5067101LRA	synthetic_RNA	biotin	P-MTAB-23091	3016015028	A-AFFY-44	003016015028.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.29.zip	isoniazid	ChEMBL	CHEMBL64	High	2	hour
5067102LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	isoniazid	ChEMBL	CHEMBL64	High	10000	micromolar	2	hour	P-MTAB-23088	P-MTAB-23089	5067102LRA	P-MTAB-23090	5067102LRA	synthetic_RNA	biotin	P-MTAB-23091	3016015029	A-AFFY-44	003016015029.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.29.zip	isoniazid	ChEMBL	CHEMBL64	High	2	hour
5067111LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	isoniazid	ChEMBL	CHEMBL64	High	10000	micromolar	8	hour	P-MTAB-23088	P-MTAB-23089	5067111LRA	P-MTAB-23090	5067111LRA	synthetic_RNA	biotin	P-MTAB-23091	3016017006	A-AFFY-44	003016017006.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.29.zip	isoniazid	ChEMBL	CHEMBL64	High	8	hour
5067112LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	isoniazid	ChEMBL	CHEMBL64	High	10000	micromolar	8	hour	P-MTAB-23088	P-MTAB-23089	5067112LRA	P-MTAB-23090	5067112LRA	synthetic_RNA	biotin	P-MTAB-23091	3016017007	A-AFFY-44	003016017007.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.29.zip	isoniazid	ChEMBL	CHEMBL64	High	8	hour
5067121LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	isoniazid	ChEMBL	CHEMBL64	High	10000	micromolar	24	hour	P-MTAB-23088	P-MTAB-23089	5067121LRA	P-MTAB-23090	5067121LRA	synthetic_RNA	biotin	P-MTAB-23091	3016016029	A-AFFY-44	003016016029.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.29.zip	isoniazid	ChEMBL	CHEMBL64	High	24	hour
5067122LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	isoniazid	ChEMBL	CHEMBL64	High	10000	micromolar	24	hour	P-MTAB-23088	P-MTAB-23089	5067122LRA	P-MTAB-23090	5067122LRA	synthetic_RNA	biotin	P-MTAB-23091	3016016030	A-AFFY-44	003016016030.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.29.zip	isoniazid	ChEMBL	CHEMBL64	High	24	hour
5112011LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	ketoconazole	ChEMBL	CHEMBL75	Control	0	micromolar	2	hour	P-MTAB-23088	P-MTAB-23089	5112011LRA	P-MTAB-23090	5112011LRA	synthetic_RNA	biotin	P-MTAB-23091	3016050030	A-AFFY-44	003016050030.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.29.zip	ketoconazole	ChEMBL	CHEMBL75	Control	2	hour
5112012LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	ketoconazole	ChEMBL	CHEMBL75	Control	0	micromolar	2	hour	P-MTAB-23088	P-MTAB-23089	5112012LRA	P-MTAB-23090	5112012LRA	synthetic_RNA	biotin	P-MTAB-23091	3016051001	A-AFFY-44	003016051001.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.29.zip	ketoconazole	ChEMBL	CHEMBL75	Control	2	hour
5112021LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	ketoconazole	ChEMBL	CHEMBL75	Control	0	micromolar	8	hour	P-MTAB-23088	P-MTAB-23089	5112021LRA	P-MTAB-23090	5112021LRA	synthetic_RNA	biotin	P-MTAB-23091	3016051008	A-AFFY-44	003016051008.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.29.zip	ketoconazole	ChEMBL	CHEMBL75	Control	8	hour
5112022LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	ketoconazole	ChEMBL	CHEMBL75	Control	0	micromolar	8	hour	P-MTAB-23088	P-MTAB-23089	5112022LRA	P-MTAB-23090	5112022LRA	synthetic_RNA	biotin	P-MTAB-23091	3016051009	A-AFFY-44	003016051009.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.29.zip	ketoconazole	ChEMBL	CHEMBL75	Control	8	hour
5112031LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	ketoconazole	ChEMBL	CHEMBL75	Control	0	micromolar	24	hour	P-MTAB-23088	P-MTAB-23089	5112031LRA	P-MTAB-23090	5112031LRA	synthetic_RNA	biotin	P-MTAB-23091	3016051016	A-AFFY-44	003016051016.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.29.zip	ketoconazole	ChEMBL	CHEMBL75	Control	24	hour
5112032LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	ketoconazole	ChEMBL	CHEMBL75	Control	0	micromolar	24	hour	P-MTAB-23088	P-MTAB-23089	5112032LRA	P-MTAB-23090	5112032LRA	synthetic_RNA	biotin	P-MTAB-23091	3016051017	A-AFFY-44	003016051017.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.29.zip	ketoconazole	ChEMBL	CHEMBL75	Control	24	hour
5112041LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	ketoconazole	ChEMBL	CHEMBL75	Low	0.6	micromolar	2	hour	P-MTAB-23088	P-MTAB-23089	5112041LRA	P-MTAB-23090	5112041LRA	synthetic_RNA	biotin	P-MTAB-23091	3016051002	A-AFFY-44	003016051002.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.29.zip	ketoconazole	ChEMBL	CHEMBL75	Low	2	hour
5112042LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	ketoconazole	ChEMBL	CHEMBL75	Low	0.6	micromolar	2	hour	P-MTAB-23088	P-MTAB-23089	5112042LRA	P-MTAB-23090	5112042LRA	synthetic_RNA	biotin	P-MTAB-23091	3016051003	A-AFFY-44	003016051003.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.29.zip	ketoconazole	ChEMBL	CHEMBL75	Low	2	hour
5112051LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	ketoconazole	ChEMBL	CHEMBL75	Low	0.6	micromolar	8	hour	P-MTAB-23088	P-MTAB-23089	5112051LRA	P-MTAB-23090	5112051LRA	synthetic_RNA	biotin	P-MTAB-23091	3016051010	A-AFFY-44	003016051010.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.29.zip	ketoconazole	ChEMBL	CHEMBL75	Low	8	hour
5112052LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	ketoconazole	ChEMBL	CHEMBL75	Low	0.6	micromolar	8	hour	P-MTAB-23088	P-MTAB-23089	5112052LRA	P-MTAB-23090	5112052LRA	synthetic_RNA	biotin	P-MTAB-23091	3016051011	A-AFFY-44	003016051011.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.29.zip	ketoconazole	ChEMBL	CHEMBL75	Low	8	hour
5112061LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	ketoconazole	ChEMBL	CHEMBL75	Low	0.6	micromolar	24	hour	P-MTAB-23088	P-MTAB-23089	5112061LRA	P-MTAB-23090	5112061LRA	synthetic_RNA	biotin	P-MTAB-23091	3016051018	A-AFFY-44	003016051018.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.29.zip	ketoconazole	ChEMBL	CHEMBL75	Low	24	hour
5112062LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	ketoconazole	ChEMBL	CHEMBL75	Low	0.6	micromolar	24	hour	P-MTAB-23088	P-MTAB-23089	5112062LRA	P-MTAB-23090	5112062LRA	synthetic_RNA	biotin	P-MTAB-23091	3016051019	A-AFFY-44	003016051019.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.29.zip	ketoconazole	ChEMBL	CHEMBL75	Low	24	hour
5112071LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	ketoconazole	ChEMBL	CHEMBL75	Middle	3	micromolar	2	hour	P-MTAB-23088	P-MTAB-23089	5112071LRA	P-MTAB-23090	5112071LRA	synthetic_RNA	biotin	P-MTAB-23091	3016051004	A-AFFY-44	003016051004.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.29.zip	ketoconazole	ChEMBL	CHEMBL75	Middle	2	hour
5112072LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	ketoconazole	ChEMBL	CHEMBL75	Middle	3	micromolar	2	hour	P-MTAB-23088	P-MTAB-23089	5112072LRA	P-MTAB-23090	5112072LRA	synthetic_RNA	biotin	P-MTAB-23091	3016051005	A-AFFY-44	003016051005.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.29.zip	ketoconazole	ChEMBL	CHEMBL75	Middle	2	hour
5112081LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	ketoconazole	ChEMBL	CHEMBL75	Middle	3	micromolar	8	hour	P-MTAB-23088	P-MTAB-23089	5112081LRA	P-MTAB-23090	5112081LRA	synthetic_RNA	biotin	P-MTAB-23091	3016051012	A-AFFY-44	003016051012.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.29.zip	ketoconazole	ChEMBL	CHEMBL75	Middle	8	hour
5112082LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	ketoconazole	ChEMBL	CHEMBL75	Middle	3	micromolar	8	hour	P-MTAB-23088	P-MTAB-23089	5112082LRA	P-MTAB-23090	5112082LRA	synthetic_RNA	biotin	P-MTAB-23091	3016051013	A-AFFY-44	003016051013.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.29.zip	ketoconazole	ChEMBL	CHEMBL75	Middle	8	hour
5112091LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	ketoconazole	ChEMBL	CHEMBL75	Middle	3	micromolar	24	hour	P-MTAB-23088	P-MTAB-23089	5112091LRA	P-MTAB-23090	5112091LRA	synthetic_RNA	biotin	P-MTAB-23091	3016051020	A-AFFY-44	003016051020.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.29.zip	ketoconazole	ChEMBL	CHEMBL75	Middle	24	hour
5112092LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	ketoconazole	ChEMBL	CHEMBL75	Middle	3	micromolar	24	hour	P-MTAB-23088	P-MTAB-23089	5112092LRA	P-MTAB-23090	5112092LRA	synthetic_RNA	biotin	P-MTAB-23091	3016051021	A-AFFY-44	003016051021.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.29.zip	ketoconazole	ChEMBL	CHEMBL75	Middle	24	hour
5112101LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	ketoconazole	ChEMBL	CHEMBL75	High	15	micromolar	2	hour	P-MTAB-23088	P-MTAB-23089	5112101LRA	P-MTAB-23090	5112101LRA	synthetic_RNA	biotin	P-MTAB-23091	3016051006	A-AFFY-44	003016051006.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.29.zip	ketoconazole	ChEMBL	CHEMBL75	High	2	hour
5112102LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	ketoconazole	ChEMBL	CHEMBL75	High	15	micromolar	2	hour	P-MTAB-23088	P-MTAB-23089	5112102LRA	P-MTAB-23090	5112102LRA	synthetic_RNA	biotin	P-MTAB-23091	3016051007	A-AFFY-44	003016051007.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.29.zip	ketoconazole	ChEMBL	CHEMBL75	High	2	hour
5112111LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	ketoconazole	ChEMBL	CHEMBL75	High	15	micromolar	8	hour	P-MTAB-23088	P-MTAB-23089	5112111LRA	P-MTAB-23090	5112111LRA	synthetic_RNA	biotin	P-MTAB-23091	3016051014	A-AFFY-44	003016051014.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.29.zip	ketoconazole	ChEMBL	CHEMBL75	High	8	hour
5112112LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	ketoconazole	ChEMBL	CHEMBL75	High	15	micromolar	8	hour	P-MTAB-23088	P-MTAB-23089	5112112LRA	P-MTAB-23090	5112112LRA	synthetic_RNA	biotin	P-MTAB-23091	3016051015	A-AFFY-44	003016051015.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.29.zip	ketoconazole	ChEMBL	CHEMBL75	High	8	hour
5112121LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	ketoconazole	ChEMBL	CHEMBL75	High	15	micromolar	24	hour	P-MTAB-23088	P-MTAB-23089	5112121LRA	P-MTAB-23090	5112121LRA	synthetic_RNA	biotin	P-MTAB-23091	3016051022	A-AFFY-44	003016051022.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.29.zip	ketoconazole	ChEMBL	CHEMBL75	High	24	hour
5112122LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	ketoconazole	ChEMBL	CHEMBL75	High	15	micromolar	24	hour	P-MTAB-23088	P-MTAB-23089	5112122LRA	P-MTAB-23090	5112122LRA	synthetic_RNA	biotin	P-MTAB-23091	3016051023	A-AFFY-44	003016051023.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.29.zip	ketoconazole	ChEMBL	CHEMBL75	High	24	hour
5105011LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	labetalol	ChEMBL	CHEMBL429	Control	0	micromolar	2	hour	P-MTAB-23088	P-MTAB-23089	5105011LRA	P-MTAB-23090	5105011LRA	synthetic_RNA	biotin	P-MTAB-23091	3016026006	A-AFFY-44	003016026006.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.29.zip	labetalol	ChEMBL	CHEMBL429	Control	2	hour
5105012LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	labetalol	ChEMBL	CHEMBL429	Control	0	micromolar	2	hour	P-MTAB-23088	P-MTAB-23089	5105012LRA	P-MTAB-23090	5105012LRA	synthetic_RNA	biotin	P-MTAB-23091	3016026007	A-AFFY-44	003016026007.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.29.zip	labetalol	ChEMBL	CHEMBL429	Control	2	hour
5105021LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	labetalol	ChEMBL	CHEMBL429	Control	0	micromolar	8	hour	P-MTAB-23088	P-MTAB-23089	5105021LRA	P-MTAB-23090	5105021LRA	synthetic_RNA	biotin	P-MTAB-23091	3016026014	A-AFFY-44	003016026014.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.29.zip	labetalol	ChEMBL	CHEMBL429	Control	8	hour
5105022LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	labetalol	ChEMBL	CHEMBL429	Control	0	micromolar	8	hour	P-MTAB-23088	P-MTAB-23089	5105022LRA	P-MTAB-23090	5105022LRA	synthetic_RNA	biotin	P-MTAB-23091	3016026015	A-AFFY-44	003016026015.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.29.zip	labetalol	ChEMBL	CHEMBL429	Control	8	hour
5105031LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	labetalol	ChEMBL	CHEMBL429	Control	0	micromolar	24	hour	P-MTAB-23088	P-MTAB-23089	5105031LRA	P-MTAB-23090	5105031LRA	synthetic_RNA	biotin	P-MTAB-23091	3016026022	A-AFFY-44	003016026022.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.29.zip	labetalol	ChEMBL	CHEMBL429	Control	24	hour
5105032LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	labetalol	ChEMBL	CHEMBL429	Control	0	micromolar	24	hour	P-MTAB-23088	P-MTAB-23089	5105032LRA	P-MTAB-23090	5105032LRA	synthetic_RNA	biotin	P-MTAB-23091	3016026023	A-AFFY-44	003016026023.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.29.zip	labetalol	ChEMBL	CHEMBL429	Control	24	hour
5105041LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	labetalol	ChEMBL	CHEMBL429	Low	5.6	micromolar	2	hour	P-MTAB-23088	P-MTAB-23089	5105041LRA	P-MTAB-23090	5105041LRA	synthetic_RNA	biotin	P-MTAB-23091	3016026008	A-AFFY-44	003016026008.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.29.zip	labetalol	ChEMBL	CHEMBL429	Low	2	hour
5105042LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	labetalol	ChEMBL	CHEMBL429	Low	5.6	micromolar	2	hour	P-MTAB-23088	P-MTAB-23089	5105042LRA	P-MTAB-23090	5105042LRA	synthetic_RNA	biotin	P-MTAB-23091	3016026009	A-AFFY-44	003016026009.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.30.zip	labetalol	ChEMBL	CHEMBL429	Low	2	hour
5105051LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	labetalol	ChEMBL	CHEMBL429	Low	5.6	micromolar	8	hour	P-MTAB-23088	P-MTAB-23089	5105051LRA	P-MTAB-23090	5105051LRA	synthetic_RNA	biotin	P-MTAB-23091	3016026016	A-AFFY-44	003016026016.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.30.zip	labetalol	ChEMBL	CHEMBL429	Low	8	hour
5105052LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	labetalol	ChEMBL	CHEMBL429	Low	5.6	micromolar	8	hour	P-MTAB-23088	P-MTAB-23089	5105052LRA	P-MTAB-23090	5105052LRA	synthetic_RNA	biotin	P-MTAB-23091	3016026017	A-AFFY-44	003016026017.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.30.zip	labetalol	ChEMBL	CHEMBL429	Low	8	hour
5105061LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	labetalol	ChEMBL	CHEMBL429	Low	5.6	micromolar	24	hour	P-MTAB-23088	P-MTAB-23089	5105061LRA	P-MTAB-23090	5105061LRA	synthetic_RNA	biotin	P-MTAB-23091	3016026024	A-AFFY-44	003016026024.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.30.zip	labetalol	ChEMBL	CHEMBL429	Low	24	hour
5105062LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	labetalol	ChEMBL	CHEMBL429	Low	5.6	micromolar	24	hour	P-MTAB-23088	P-MTAB-23089	5105062LRA	P-MTAB-23090	5105062LRA	synthetic_RNA	biotin	P-MTAB-23091	3016026025	A-AFFY-44	003016026025.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.30.zip	labetalol	ChEMBL	CHEMBL429	Low	24	hour
5105071LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	labetalol	ChEMBL	CHEMBL429	Middle	28	micromolar	2	hour	P-MTAB-23088	P-MTAB-23089	5105071LRA	P-MTAB-23090	5105071LRA	synthetic_RNA	biotin	P-MTAB-23091	3016026010	A-AFFY-44	003016026010.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.30.zip	labetalol	ChEMBL	CHEMBL429	Middle	2	hour
5105072LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	labetalol	ChEMBL	CHEMBL429	Middle	28	micromolar	2	hour	P-MTAB-23088	P-MTAB-23089	5105072LRA	P-MTAB-23090	5105072LRA	synthetic_RNA	biotin	P-MTAB-23091	3016026011	A-AFFY-44	003016026011.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.30.zip	labetalol	ChEMBL	CHEMBL429	Middle	2	hour
5105081LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	labetalol	ChEMBL	CHEMBL429	Middle	28	micromolar	8	hour	P-MTAB-23088	P-MTAB-23089	5105081LRA	P-MTAB-23090	5105081LRA	synthetic_RNA	biotin	P-MTAB-23091	3016026018	A-AFFY-44	003016026018.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.30.zip	labetalol	ChEMBL	CHEMBL429	Middle	8	hour
5105082LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	labetalol	ChEMBL	CHEMBL429	Middle	28	micromolar	8	hour	P-MTAB-23088	P-MTAB-23089	5105082LRA	P-MTAB-23090	5105082LRA	synthetic_RNA	biotin	P-MTAB-23091	3016026019	A-AFFY-44	003016026019.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.30.zip	labetalol	ChEMBL	CHEMBL429	Middle	8	hour
